Blue
482.11
562.54
3039.36
1349.76
2574.05
654.50
1673.76
325.08
1461.52
603.36
755.07
1201.10
1020.27
1543.36
1256.68
416.80
865.17
1207.23
610.54
1932.25
1154.48
739.30
1352.90
1664.74
348.67
267.64
1363.29
1336.44
551.21
510.81
1170.67
957.98
1161.12
1038.86
839.14
558.17
1139.13
759.82
600.20
340.29
395.63
1951.73
481.72
947.72
419.51
991.95
795.91
1293.65
1104.79
749.41
748.47
800.43
1737.36
1940.04
1572.49
465.43
1208.42
1335.80
1533.85
217.39
1915.07
1095.88
1865.05
1149.98
488.67
1238.35
898.24
1382.07
1279.33
974.62
266.03
646.91
506.25
594.31
527.17
1793.94
437.88
747.25
387.42
2291.07
1210.85
149.25
1785.64
1260.45
2322.73
233.93
493.74
168.91
1184.58
1379.47
1458.54
1476.69
305.84
793.52
472.17
1341.14
1726.69
1810.65
1672.57
1053.43
1340.86
912.56
946.65
1323.54
1798.54
779.25
936.15
595.63
947.29
934.04
1314.92
1279.49
1568.95
1364.61
498.93
1017.38
439.42
1277.02
891.04
90.48
845.92
1293.87
623.27
1220.07
2233.82
2154.35
1396.86
909.60
1164.54
1144.18
303.10
1647.21
844.16
1362.29
791.27
1764.40
1451.37
1265.97
1775.51
1032.79
704.55
641.56
2670.35
1847.01
465.48
635.63
726.66
139.39
739.56
699.19
837.62
1368.24
1255.53
1558.42
788.26
2075.45
1263.22
869.26
549.00
586.76
1101.68
209.97
744.50
1237.34
1318.42
1136.44
1432.60
1233.13
1734.21
592.03
335.75
1511.25
414.21
1370.81
902.61
628.85
636.64
1414.36
871.19
811.99
979.23
1375.34
2612.01
494.90
1175.20
1339.74
2470.37
1126.69
350.44
1987.59
2468.35
1781.08
1400.17
2139.68
995.15
1164.78
2165.57
1529.33
1939.80
489.20
2179.96
1199.91
699.22
912.50
1918.21
1438.18
2554.52
1353.58
937.26
2014.83
1611.57
1048.33
1582.60
1133.11
1153.68
2014.46
769.65
1756.83
1208.35
992.59
59.34
1695.12
510.86
1305.76
645.36
1102.49
883.75
1545.52
449.82
1155.94
605.20
1716.84
1050.61
206.87
1371.84
723.59
635.20
1565.93
531.45
1653.72
1053.63
195.70
1139.97
1250.64
696.82
987.79
852.81
115.86
604.89
1226.86
1636.58
716.89
2054.52
2332.89
1908.19
1521.23
495.83
1081.38
2132.61
1169.74
1882.01
1331.90
1293.09
636.54
1309.73
249.67
742.62
636.95
1952.97
965.36
2209.12
1219.14
2348.89
2011.18
974.83
1218.55
785.03
909.04
782.97
628.91
3846.19
1939.28
405.80
982.70
1194.52
212.21
1983.71
846.34
2189.18
1066.55
848.48
1108.62
716.46
603.28
1046.86
2414.16
343.90
783.88
1823.03
476.00
728.16
1606.78
1352.97
355.78
1026.54
1427.38
1014.81
1554.00
501.14
1456.64
816.79
1471.15
1453.53
656.21
819.27
553.32
325.70
638.16
1964.48
1798.81
193.77
1041.39
737.96
1236.02
1898.54
771.21
1124.45
1493.90
1280.31
389.24
1016.67
985.10
258.97
1259.55
781.47
803.65
1534.86
504.70
1956.63
2196.20
1534.19
1675.69
930.14
1000.35
1420.45
813.72
1449.19
1589.61
1013.44
603.31
2270.40
1402.97
1355.35
1985.43
1667.37
591.49
2131.18
1870.33
975.73
1677.41
1464.53
1429.54
663.08
1100.37
1101.08
1097.03
1839.47
475.52
2188.78
1815.86
1147.19
1343.02
2755.54
1840.50
1031.00
1446.68
1095.16
2984.94
883.41
1562.30
469.16
601.53
501.08
722.02
1682.29
324.13
291.70
1195.10
929.09
682.83
916.73
1820.77
1843.33
2208.22
1447.70
944.71
2122.27
2179.04
377.63
806.91
1275.75
1263.17
471.77
768.23
1347.20
1177.00
704.65
1156.80
365.05
1266.19
571.82
1603.82
2017.05
1254.90
1308.63
386.59
364.77
1324.80
622.96
261.05
869.18
1012.22
659.57
1758.80
1905.65
1347.74
822.78
2026.21
1169.11
773.68
1942.77
683.95
1420.34
1517.73
339.81
2071.45
2397.22
349.88
2500.35
343.68
551.52
1357.24
1338.10
1745.96
841.75
1073.08
1469.46
507.69
1263.67
1839.73
965.04
1931.61
2195.91
720.63
1535.58
644.11
1586.87
1714.66
1516.07
1385.35
67.00
1520.82
